Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,
EACQU,Easterly Acquisition Corp.,10.3,na,2015,Capital Goods,Building Products,http//www.nasdaq.com/symbol/eacqu,
EACQW,Easterly Acquisition Corp.,0.6,na,2015,Capital Goods,Building Products,http//www.nasdaq.com/symbol/eacqw,
EML,Eastern Company (The),18.87,$117.98M,na,Capital Goods,Industrial Machinery/Components,http//www.nasdaq.com/symbol/eml,
EVBS,Eastern Virginia Bankshares Inc,7.59,$99.44M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/evbs,
EVGBC,Eaton Vance NextShares Trust,100.03,na,na,na,na,http//www.nasdaq.com/symbol/evgbc,
EVSTC,Eaton Vance NextShares Trust,100.02,na,na,na,na,http//www.nasdaq.com/symbol/evstc,
EVLMC,Eaton Vance NextShares Trust II,100.05,na,na,na,na,http//www.nasdaq.com/symbol/evlmc,
EBAY,eBay Inc.,30.83,$34.81B,1998,Miscellaneous,Business Services,http//www.nasdaq.com/symbol/ebay,
EBAYL,eBay Inc.,27.17,na,na,Miscellaneous,Business Services,http//www.nasdaq.com/symbol/ebayl,
EBIX,Ebix Inc,56.3,$1.83B,na,Technology,EDP Services,http//www.nasdaq.com/symbol/ebix,
ELON,Echelon Corporation,5.1,$22.59M,1998,Technology,Computer Communications Equipment,http//www.nasdaq.com/symbol/elon,
ECHO,Echo Global Logistics Inc,25.86,$757.86M,2009,Transportation,Oil Refining/Marketing,http//www.nasdaq.com/symbol/echo,
SATS,EchoStar Corporation,38.49,$3.61B,na,Technology,Radio And Television Broadcasting And Communications Equipment,http//www.nasdaq.com/symbol/sats,
EEI,Ecology and Environment Inc,9.9525,$42.69M,1987,Consumer Services,Military/Government/Technical,http//www.nasdaq.com/symbol/eei,
ECAC,E-compass Acquisition Corp.,10.2025,$54.18M,2015,Finance,Business Services,http//www.nasdaq.com/symbol/ecac,
ECACR,E-compass Acquisition Corp.,0.44,na,2015,Finance,Business Services,http//www.nasdaq.com/symbol/ecacr,
ECACU,E-compass Acquisition Corp.,10.31,na,2015,Finance,Business Services,http//www.nasdaq.com/symbol/ecacu,
ESES,Eco-Stim Energy Solutions Inc,2.48,$33.67M,na,Energy,Oilfield Services/Equipment,http//www.nasdaq.com/symbol/eses,
EDAP,EDAP TMS S.A.,3,$76.15M,1997,Health Care,Biotechnology Electromedical & Electrotherapeutic Apparatus,http//www.nasdaq.com/symbol/edap,
EDGE,Edge Therapeutics Inc,9.52,$275.11M,2015,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/edge,
EDGW,Edgewater Technology Inc,8.73,$107.49M,na,Technology,Computer Software Programming Data Processing,http//www.nasdaq.com/symbol/edgw,
EDIT,Editas Medicine Inc,19.94,$730.08M,2016,Health Care,Biotechnology Biological Products (No Diagnostic Substances),http//www.nasdaq.com/symbol/edit,
EDUC,Educational Development Corporation,11.57,$47.15M,na,Consumer Durables,Consumer Specialties,http//www.nasdaq.com/symbol/educ,
EFUT,eFuture Holding Inc.,5.55,$29.11M,na,Technology,EDP Services,http//www.nasdaq.com/symbol/efut,
EGAN,eGain Corporation,3.2901,$89.13M,1999,Technology,Computer Software Prepackaged Software,http//www.nasdaq.com/symbol/egan,
EGLT,Egalet Corporation,8.04,$202M,2014,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/eglt,
EHTH,eHealth Inc,11.53,$211.31M,2006,Finance,Specialty Insurers,http//www.nasdaq.com/symbol/ehth,
EIGR,Eiger BioPharmaceuticals Inc,17.5,$124.34M,2014,Health Care,Biotechnology Biological Products (No Diagnostic Substances),http//www.nasdaq.com/symbol/eigr,
EKSO,Ekso Bionics Holdings Inc,4.06,$66.72M,na,Capital Goods,Industrial Machinery/Components,http//www.nasdaq.com/symbol/ekso,
LOCO,El Pollo Loco Holdings Inc,13.73,$527.51M,2014,Consumer Services,Restaurants,http//www.nasdaq.com/symbol/loco,
EMITF,Elbit Imaging Ltd.,3.5007,$3.22M,na,Consumer Services,Building operators,http//www.nasdaq.com/symbol/emitf,
ESLT,Elbit Systems Ltd.,101.82,$4.35B,na,Capital Goods,Military/Government/Technical,http//www.nasdaq.com/symbol/eslt,
ERI,Eldorado Resorts Inc,13.89,$653.88M,na,Consumer Services,Hotels/Resorts,http//www.nasdaq.com/symbol/eri,
ESIO,Electro Scientific Industries Inc,5.25,$166.36M,na,Miscellaneous,Industrial Machinery/Components,http//www.nasdaq.com/symbol/esio,
EA,Electronic Arts Inc.,78.05,$23.47B,na,Technology,Computer Software Prepackaged Software,http//www.nasdaq.com/symbol/ea,
EFII,Electronics for Imaging Inc,43.9,$2.05B,1992,Technology,Computer Communications Equipment,http//www.nasdaq.com/symbol/efii,
ELSE,Electro-Sensors Inc,3.4501,$11.71M,na,Capital Goods,Industrial Machinery/Components,http//www.nasdaq.com/symbol/else,
ELEC,Electrum Special Acquisition Corporation,9.8148,$245.37M,2015,Finance,Business Services,http//www.nasdaq.com/symbol/elec,
ELECU,Electrum Special Acquisition Corporation,10.0092,$250.23M,2015,Finance,Business Services,http//www.nasdaq.com/symbol/elecu,
ELECW,Electrum Special Acquisition Corporation,0.19,na,2015,Finance,Business Services,http//www.nasdaq.com/symbol/elecw,
EBIO,Eleven Biotherapeutics Inc,5.41,$108.52M,2014,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/ebio,
RDEN,Elizabeth Arden Inc,13.93,$417.19M,na,Consumer Non-Durables,Package Goods/Cosmetics,http//www.nasdaq.com/symbol/rden,
CAPX,Elkhorn S&P 500 Capital Expenditures Portfolio,24.9,$2.59M,na,na,na,http//www.nasdaq.com/symbol/capx,
ESBK,Elmira Savings Bank NY (The),19.235,$52.03M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/esbk,
ELTK,Eltek Ltd.,1.06,$10.75M,1997,Technology,Electrical Products,http//www.nasdaq.com/symbol/eltk,
EMCI,EMC Insurance Group Inc.,27.8,$585.4M,1982,Finance,Property-Casualty Insurers,http//www.nasdaq.com/symbol/emci,
EMCF,Emclaire Financial Corp,24.58,$52.76M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/emcf,
EMKR,EMCORE Corporation,5.15,$134.61M,1997,Technology,Semiconductors,http//www.nasdaq.com/symbol/emkr,
EMMS,Emmis Communications Corporation,3.99,$48.35M,1994,Consumer Services,Broadcasting,http//www.nasdaq.com/symbol/emms,
NYNY,Empire Resorts Inc,17.74,$552.23M,na,Consumer Services,Restaurants,http//www.nasdaq.com/symbol/nyny,
ERS,Empire Resources Inc,4.4,$37.36M,na,Basic Industries,Metal Fabrications,http//www.nasdaq.com/symbol/ers,
ENTA,Enanta Pharmaceuticals Inc,23.15,$440.68M,2013,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/enta,
ECPG,Encore Capital Group Inc,21.31,$543.98M,na,Finance,Finance Companies,http//www.nasdaq.com/symbol/ecpg,
WIRE,Encore Wire Corporation,37.96,$785.63M,1992,Capital Goods,Metal Fabrications,http//www.nasdaq.com/symbol/wire,
ENDP,Endo International plc,22.92,$5.11B,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/endp,
ECYT,Endocyte Inc,3.06,$129.32M,2011,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/ecyt,
ELGX,Endologix Inc,11.64,$958.82M,na,Health Care,Medical_Dental Instruments,http//www.nasdaq.com/symbol/elgx,
EIGI,Endurance International Group Holdings Inc,7.66,$1.08B,2013,Technology,Computer Software Prepackaged Software,http//www.nasdaq.com/symbol/eigi,
WATT,Energous Corporation,13.92,$237.25M,2014,Technology,Radio And Television Broadcasting And Communications Equipment,http//www.nasdaq.com/symbol/watt,
EFOI,Energy Focus Inc,4.55,$53.19M,na,Consumer Durables,Building Products,http//www.nasdaq.com/symbol/efoi,
ERII,Energy Recovery Inc,12.65,$658.49M,2008,Technology,Industrial Machinery/Components,http//www.nasdaq.com/symbol/erii,
ENOC,EnerNOC Inc,5.76,$179.98M,2007,Technology,Computer Software Programming Data Processing,http//www.nasdaq.com/symbol/enoc,
ENG,ENGlobal Corporation,1.29,$35.86M,na,Consumer Services,Military/Government/Technical,http//www.nasdaq.com/symbol/eng,
ENPH,Enphase Energy Inc,1.82,$85.08M,2012,Technology,Semiconductors,http//www.nasdaq.com/symbol/enph,
ESGR,Enstar Group Limited,164.16,$3.18B,na,Finance,Property-Casualty Insurers,http//www.nasdaq.com/symbol/esgr,
ENFC,Entegra Financial Corp.,17.5899,$113.74M,2014,Finance,Banks,http//www.nasdaq.com/symbol/enfc,
ENTG,Entegris Inc,16.72,$2.36B,2000,Consumer Non-Durables,Plastic Products,http//www.nasdaq.com/symbol/entg,
ENTL,Entellus Medical Inc,18.48,$348.34M,2015,Health Care,Medical_Dental Instruments,http//www.nasdaq.com/symbol/entl,
ETRM,EnteroMedics Inc.,0.1658,$1.53M,2007,Health Care,Biotechnology Electromedical & Electrotherapeutic Apparatus,http//www.nasdaq.com/symbol/etrm,
EBTC,Enterprise Bancorp Inc,22.89,$261.44M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/ebtc,
EFSC,Enterprise Financial Services Corporation,29.83,$597.14M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/efsc,
EGT,Entertainment Gaming Asia Incorporated,2,$28.93M,na,Consumer Durables,Miscellaneous manufacturing industries,http//www.nasdaq.com/symbol/egt,
ENZY,Enzymotec Ltd.,7.25,$164.71M,2013,Consumer Durables,Specialty Chemicals,http//www.nasdaq.com/symbol/enzy,
EPIQ,EPIQ Systems Inc,16.39,$624.89M,1997,Technology,EDP Services,http//www.nasdaq.com/symbol/epiq,
EPZM,Epizyme Inc,8.54,$494.95M,2013,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/epzm,
PLUS,ePlus inc.,84.98,$602.81M,1996,Technology,Retail Computer Software & Peripheral Equipment,http//www.nasdaq.com/symbol/plus,
EQIX,Equinix Inc,367.08,$26.09B,2000,Consumer Services,Real Estate Investment Trusts,http//www.nasdaq.com/symbol/eqix,
EQFN,Equitable Financial Corp.,8.76,$30.46M,2015,Finance,Savings Institutions,http//www.nasdaq.com/symbol/eqfn,
EQBK,Equity Bancshares Inc,23.1,$189.8M,2015,Finance,Major Banks,http//www.nasdaq.com/symbol/eqbk,
EAC,Erickson Incorporated,0.48,$6.67M,2012,Capital Goods,Aerospace,http//www.nasdaq.com/symbol/eac,
ERIC,Ericsson,7.39,$24.28B,na,Technology,Radio And Television Broadcasting And Communications Equipment,http//www.nasdaq.com/symbol/eric,
ERIE,Erie Indemnity Company,98.12,$4.53B,na,Finance,Specialty Insurers,http//www.nasdaq.com/symbol/erie,
ESCA,Escalade Incorporated,11.5,$164.12M,na,Consumer Non-Durables,Recreational Products/Toys,http//www.nasdaq.com/symbol/esca,
ESMC,Escalon Medical Corp.,0.71,$5.34M,na,Health Care,Biotechnology Electromedical & Electrotherapeutic Apparatus,http//www.nasdaq.com/symbol/esmc,
ESPR,Esperion Therapeutics Inc,10.79,$243.32M,2013,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/espr,
ESSA,ESSA Bancorp Inc,13.91,$158.48M,na,Finance,Banks,http//www.nasdaq.com/symbol/essa,
EPIX,ESSA Pharma Inc.,2.62,$76.18M,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/epix,
ESND,Essendant Inc.,19.64,$732.52M,na,Consumer Services,Paper,http//www.nasdaq.com/symbol/esnd,
ESSF,ETRE REIT LLC,na,na,na,na,na,http//www.nasdaq.com/symbol/essf,
ETSY,Etsy Inc,14.26,$1.62B,2015,Miscellaneous,Business Services,http//www.nasdaq.com/symbol/etsy,
CLWT,Euro Tech Holdings Company Limited,3.15,$6.5M,1997,Consumer Durables,Diversified Electronic Products,http//www.nasdaq.com/symbol/clwt,
EEFT,Euronet Worldwide Inc,77.71,$4.05B,1997,Finance,Investment Bankers/Brokers/Service,http//www.nasdaq.com/symbol/eeft,
ESEA,Euroseas Ltd.,1.68,$13.77M,na,Transportation,Marine Transportation,http//www.nasdaq.com/symbol/esea,
EVEP,EV Energy Partners LP,2.38,$116.75M,2006,Energy,Oil & Gas Production,http//www.nasdaq.com/symbol/evep,
EVK,Ever-Glory International Group Inc,2.42,$35.79M,na,Consumer Non-Durables,Apparel,http//www.nasdaq.com/symbol/evk,
EVLV,EVINE Live Inc.,1.63,$93.22M,na,Consumer Services,Catalog/Specialty Distribution,http//www.nasdaq.com/symbol/evlv,
EVOK,Evoke Pharma Inc,2.29,$16.58M,2013,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/evok,
EVOL,Evolving Systems Inc,4.05,$47.81M,1998,Technology,EDP Services,http//www.nasdaq.com/symbol/evol,
EXA,Exa Corporation,14.67,$215.94M,2012,Technology,Computer Software Prepackaged Software,http//www.nasdaq.com/symbol/exa,
EXAS,EXACT Sciences Corporation,20.23,$1.99B,2001,Health Care,Biotechnology Commercial Physical & Biological Resarch,http//www.nasdaq.com/symbol/exas,
EXAC,Exactech Inc,27.89,$394.62M,1996,Health Care,Industrial Specialties,http//www.nasdaq.com/symbol/exac,
EXEL,Exelixis Inc,10.53,$2.43B,2000,Health Care,Biotechnology Commercial Physical & Biological Resarch,http//www.nasdaq.com/symbol/exel,
EXFO,EXFO Inc,3.42,$75.38M,na,Capital Goods,Electrical Products,http//www.nasdaq.com/symbol/exfo,
EXLS,ExlService Holdings Inc,49.25,$1.65B,2006,Miscellaneous,Business Services,http//www.nasdaq.com/symbol/exls,
EXPE,Expedia Inc,116.28,$17.41B,na,Consumer Services,Transportation Services,http//www.nasdaq.com/symbol/expe,
EXPD,Expeditors International of Washington Inc,51.09,$9.25B,na,Transportation,Oil Refining/Marketing,http//www.nasdaq.com/symbol/expd,
EXPO,Exponent Inc,51.99,$1.35B,na,Consumer Services,Professional Services,http//www.nasdaq.com/symbol/expo,
ESRX,Express Scripts Holding Company,76.97,$48.51B,1992,Health Care,Medical_Nursing Services,http//www.nasdaq.com/symbol/esrx,
EXTR,Extreme Networks Inc,4,$419.22M,1999,Technology,Computer Communications Equipment,http//www.nasdaq.com/symbol/extr,
EYEG,Eyegate Pharmaceuticals Inc,1.8601,$16.65M,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/eyeg,
EYEGW,Eyegate Pharmaceuticals Inc,0.46,na,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/eyegw,
EZPW,EZCORP Inc,9.3,$502.02M,1991,Consumer Services,Other Specialty Stores,http//www.nasdaq.com/symbol/ezpw,
FFIV,F5 Networks Inc,123.39,$8.17B,1999,Technology,Computer Communications Equipment,http//www.nasdaq.com/symbol/ffiv,
FB,Facebook Inc,123.3,$354.08B,2012,Technology,Computer Software Programming Data Processing,http//www.nasdaq.com/symbol/fb,
FCS,Fairchild Semiconductor International Inc,19.77,$2.27B,1999,Technology,Semiconductors,http//www.nasdaq.com/symbol/fcs,
FRP,FairPoint Communications Inc,13.5,$365.19M,na,Public Utilities,Telecommunications Equipment,http//www.nasdaq.com/symbol/frp,
FALC,FalconStor Software Inc,1,$43.37M,na,Technology,Computer Software Prepackaged Software,http//www.nasdaq.com/symbol/falc,
DAVE,Famous Dave's of America Inc,6.2186,$43.27M,na,Consumer Services,Restaurants,http//www.nasdaq.com/symbol/dave,
FARM,Farmer Brothers Company,30.01,$503.24M,na,Consumer Non-Durables,Packaged Foods,http//www.nasdaq.com/symbol/farm,
FFKT,Farmers Capital Bank Corporation,29.52,$221.55M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/ffkt,
FMNB,Farmers National Banc Corp.,9.48,$256.41M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/fmnb,
FARO,FARO Technologies Inc,32.23,$537.41M,1997,Capital Goods,Industrial Machinery/Components,http//www.nasdaq.com/symbol/faro,
FAST,Fastenal Company,43.48,$12.56B,1987,Consumer Services,RETAIL Building Materials,http//www.nasdaq.com/symbol/fast,
FATE,Fate Therapeutics Inc,2.67,$77.15M,2013,Health Care,Biotechnology Biological Products (No Diagnostic Substances),http//www.nasdaq.com/symbol/fate,
FBSS,Fauquier Bankshares Inc,14.79,$55.54M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/fbss,
FBRC,FBR & Co,14.6,$101.12M,na,Finance,Investment Bankers/Brokers/Service,http//www.nasdaq.com/symbol/fbrc,
FDML,Federal-Mogul Holdings Corporation,9.12,$1.54B,na,Capital Goods,Auto PartsO.E.M.,http//www.nasdaq.com/symbol/fdml,
FNHC,Federated National Holding Company,17.74,$244.54M,na,Finance,Property-Casualty Insurers,http//www.nasdaq.com/symbol/fnhc,
FEIC,FEI Company,106.45,$4.37B,1995,Capital Goods,Biotechnology Laboratory Analytical Instruments,http//www.nasdaq.com/symbol/feic,
FHCO,Female Health Company (The),1.369,$39.77M,na,Basic Industries,Specialty Chemicals,http//www.nasdaq.com/symbol/fhco,
FENX,Fenix Parts Inc,4.73,$94.4M,2015,Consumer Services,Motor Vehicles,http//www.nasdaq.com/symbol/fenx,
GSM,Ferroglobe PLC,9.65,$1.66B,na,Capital Goods,Metal Fabrications,http//www.nasdaq.com/symbol/gsm,
FCSC,Fibrocell Science Inc,1.05,$46.09M,na,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/fcsc,
FGEN,FibroGen Inc,18.39,$1.15B,2014,Health Care,Major Pharmaceuticals,http//www.nasdaq.com/symbol/fgen,
ONEQ,Fidelity Nasdaq Composite Index Tracking Stock,206.01,$679.83M,na,na,na,http//www.nasdaq.com/symbol/oneq,
LION,Fidelity Southern Corporation,17.23,$448.6M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/lion,
FDUS,Fidus Investment Corporation,16.03,$307.78M,2011,na,na,http//www.nasdaq.com/symbol/fdus,
FRGI,Fiesta Restaurant Group Inc,24.28,$653.65M,na,Consumer Services,Restaurants,http//www.nasdaq.com/symbol/frgi,
FSAM,Fifth Street Asset Management Inc.,4.59,$223.53M,2014,Finance,Investment Managers,http//www.nasdaq.com/symbol/fsam,
FSC,Fifth Street Finance Corp.,5.83,$847.12M,2008,na,na,http//www.nasdaq.com/symbol/fsc,
FSCFL,Fifth Street Finance Corp.,25.75,na,na,na,na,http//www.nasdaq.com/symbol/fscfl,
FSFR,Fifth Street Senior Floating Rate Corp.,8.37,$246.64M,na,na,na,http//www.nasdaq.com/symbol/fsfr,
FITB,Fifth Third Bancorp,19.41,$14.88B,na,Finance,Major Banks,http//www.nasdaq.com/symbol/fitb,
FITBI,Fifth Third Bancorp,31.43,$565.74M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/fitbi,
FNGN,Financial Engines Inc,30.5,$1.88B,2010,Finance,Investment Managers,http//www.nasdaq.com/symbol/fngn,
FISI,Financial Institutions Inc,26.45,$384.27M,1999,Finance,Major Banks,http//www.nasdaq.com/symbol/fisi,
FNSR,Finisar Corporation,20.56,$2.21B,1999,Technology,Semiconductors,http//www.nasdaq.com/symbol/fnsr,
FNJN,Finjan Holdings Inc,1.655,$37.84M,na,Miscellaneous,Multi-Sector Companies,http//www.nasdaq.com/symbol/fnjn,
FEYE,FireEye Inc,14.64,$2.48B,2013,Technology,Computer peripheral equipment,http//www.nasdaq.com/symbol/feye,
FBNC,First Bancorp,18.72,$376.05M,1987,Finance,Major Banks,http//www.nasdaq.com/symbol/fbnc,
FNLC,First Bancorp Inc (ME),20.77,$224.02M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/fnlc,
FRBA,First Bank,8.09,$63.81M,2013,na,na,http//www.nasdaq.com/symbol/frba,
BUSE,First Busey Corporation,23.62,$902.39M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/buse,
FBIZ,First Business Financial Services Inc,22.91,$199.41M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/fbiz,
FCAP,First Capital Inc,32.8101,$109.54M,na,Finance,Savings Institutions,http//www.nasdaq.com/symbol/fcap,
FCFS,First Cash Financial Services Inc,51.86,$1.46B,1991,Consumer Services,Other Specialty Stores,http//www.nasdaq.com/symbol/fcfs,
FCNCA,First Citizens BancShares Inc,273.43,$3.28B,na,Finance,Major Banks,http//www.nasdaq.com/symbol/fcnca,
FCLF,First Clover Leaf Financial Corp.,12.13,$84.98M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/fclf,
FCBC,First Community Bancshares Inc,23.32,$397.55M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/fcbc,
FCCO,First Community Corporation,15.23,$102.03M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/fcco,
FCFP,First Community Financial Partners Inc,8.83,$151.73M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/fcfp,
FBNK,First Connecticut Bancorp Inc,16.55,$261.8M,2011,Finance,Banks,http//www.nasdaq.com/symbol/fbnk,
FDEF,First Defiance Financial Corp.,43.92,$394.24M,na,Finance,Savings Institutions,http//www.nasdaq.com/symbol/fdef,
FFBC,First Financial Bancorp.,21.48,$1.33B,na,Finance,Major Banks,http//www.nasdaq.com/symbol/ffbc,
FFBCW,First Financial Bancorp.,9.16,na,na,Finance,Major Banks,http//www.nasdaq.com/symbol/ffbcw,
FFIN,First Financial Bankshares Inc,35.07,$2.32B,na,Finance,Major Banks,http//www.nasdaq.com/symbol/ffin,
THFF,First Financial Corporation Indiana,40.24,$490.35M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/thff,
FFNW,First Financial Northwest Inc,13.31,$177.38M,na,Finance,Banks,http//www.nasdaq.com/symbol/ffnw,
FFWM,First Foundation Inc.,24.75,$401.46M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/ffwm,
FGBI,First Guaranty Bancshares Inc,16.05,$122.13M,na,Finance,Savings Institutions,http//www.nasdaq.com/symbol/fgbi,
FHB,First Hawaiian Inc,25.21,$3.52B,2016,na,na,http//www.nasdaq.com/symbol/fhb,
INBK,First Internet Bancorp,23.04,$127.48M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/inbk,
FIBK,First Interstate BancSystem Inc,29.74,$1.33B,2010,Finance,Major Banks,http//www.nasdaq.com/symbol/fibk,
FRME,First Merchants Corporation,27.04,$1.1B,na,Finance,Major Banks,http//www.nasdaq.com/symbol/frme,
FMBH,First Mid-Illinois Bancshares Inc,24.54,$241.56M,na,Finance,Major Banks,http//www.nasdaq.com/symbol/fmbh,
FMBI,First Midwest Bancorp Inc,19.01,$1.55B,na,Finance,Major Banks,http//www.nasdaq.com/symbol/fmbi,
FNBC,First NBC Bank Holding Company,12.22,$233.02M,2013,Finance,Major Banks,http//www.nasdaq.com/symbol/fnbc,
FNWB,First Northwest Bancorp,13.32,$172.67M,2015,Finance,Banks,http//www.nasdaq.com/symbol/fnwb,
FSFG,First Savings Financial Group Inc,35.25,$77.72M,na,Finance,Savings Institutions,http//www.nasdaq.com/symbol/fsfg,
